name,gender
krishna,f
anita w/o shimbhu,f
aanchal,f
laxmi,f
mona,f
soni devi,f
priti,f
pooja,f
ruksana,f
asha,f
smt. chanda devi,f
monika,f
sunita,f
sunita,f
yashodha devi,f
priya devi,f
malti,f
shivani,f
manisha,f
twinkle,f
farjana banu,f
anita gop,f
santosh rani,f
preeti,f
ravita  @ shyamwati,f
laxmi,f
mumtaj,f
sonia,f
smt sangeeta,f
shaheen,f
leela devi,f
puja kanvar,f
kanchan bai,f
dholi bai,f
payal jain,f
smt. vimla devi,f
guddi,f
kehkasha,f
neha dhiman,f
jyoti gaba,f
sonia,f
kiran bala,f
sudha,f
deepti @ meenu,f
mamta,f
priyanka,f
rajni,f
goldan kumari,f
chandini,f
tabassum,f
ruchi,f
bhawana,f
geeta @ nazma,f
komal @ nidhi,f
babita @ binny,f
aruna devi,f
anju tomar,f
usha,f
sangita,f
premjit kaur,f
juhi,f
ku. prabha sharma,f
neha gupta,f
babli,f
akhtari,f
muskan,f
neelu,f
saksi chandna,f
km0 imrana,f
kumari neha,f
seema,f
satbir kaur,f
kushumavati,f
riya,f
jyoti,f
juli devi,f
neetu,f
nshima,f
anjali,f
gulnaj,f
sarita,f
kiran,f
jyoti,f
parwati devi,f
neha,f
anjali,f
sunita,f
anjali,f
sonia,f
meesh khatoon,f
kanchan kumari,f
maya devi,f
seema,f
shashi,f
anita vyas,f
mamta patidar,f
kosalya,f
teena @ sobha,f
smt prakshi devi,f
smt prakshi devi,f
hema pandey,f
smt payal,f
shital,f
lakhe sari gaur,f
babli,f
priyanka,f
babita,f
soni,f
lalita,f
arshi,f
karishma,f
manisha,f
kavita,f
soni devi,f
neha,f
sundri,f
varsha kumari,f
kumari monika mahavar,f
rinki,f
kiran devi,f
smt meena devi,f
soam chokeyiyakra,f
sonia,f
rani,f
shailja jakhmola,f
bhavana,f
indrvati,f
sudha,f
kanchan,f
nazia,f
shakshi,f
swati,f
reena dass,f
pooja,f
yashoda,f
smt- lali devi,f
neetu,f
jhoti,f
smt lalidavi,f
priti,f
jyoti,f
indra,f
kamala devi,f
guddi bai,f
seema,f
swagtika,f
joity,f
krishama,f
jharna dass,f
hina,f
neha,f
isha,f
ritu,f
gulran,f
pryanka,f
smt. pinki bai,f
sabnam,f
geeta,f
udita,f
brinda,f
riya,f
deepa,f
savita,f
gayatri,f
pooja,f
anita,f
jyoti,f
saroj,f
kiran,f
sudesh,f
kanti devi,f
anjali sharma,f
amrita kaur,f
anuu,f
rajwanti kaur,f
pinky,f
khusbhu,f
pooja,f
सरोज,f
babita,f
sharda,f
pooja,f
rekha,f
poonam,f
narender @ khoti,f
hemlata,f
sunita,f
nisha,f
deepak,f
indra,f
guddibai,f
surbhi,f
kajal,f
archana,f
priya,f
ku.swati pondayl,f
alka,f
rishma ali,f
roopa kumar,f
preeti,f
anshu,f
pooja,f
kamlesh gupta,f
shaili,f
shilpi,f
माया,f
nikita,f
rekha,f
arti,f
monika,f
neha,f
kalpana,f
sweta d/o radheshyam,f
krishna kumari,f
preeti,f
mohini,f
seema,f
kavita,f
rukiya khan,f
khushbu,f
parwati rawat,f
anjali,f
renu,f
khushboo,f
arshi,f
usha,f
hari ram,f
suman,f
meena kumari,f
aruni,f
pinki,f
pooja,f
pooja,f
najiya,f
rakhi,f
preeti,f
lata mandal,f
priya  chturvedi,f
nidhi,f
anjli @ arti,f
piroj,f
piroj,f
sheela kumar,f
soniya,f
rekha,f
bhanu,f
anjna,f
jhumki,f
manisha patidar,f
sangeeta,f
fornta,f
indara,f
shabina,f
suman,f
shiwani,f
shabnur,f
nikhat khatoon,f
raisha bano,f
suhani & her son sandeep,f
neha kumari,f
reshma,f
kumari anjali,f
nikita,f
saroj,f
saksi sharma,f
sarita,f
priyanka,f
reetu,f
soniya,f
nishu,f
anita,f
reena,f
laxmi,f
soniya,f
vicakha sahani,f
jyoti @ pooja,f
khushi panday,f
jainab fatima,f
pushpawati,f
pinky,f
mala dev i,f
nisha,f
gurmit kaur,f
manisha,f
sangeeta,f
priyanka  kumari,f
kusum,f
sangeeta,f
rani,f
saksi,f
sweta,f
radhika jain,f
renu,f
rupa,f
rachna,f
mamta bhandari,f
sarita,f
parvinder,f
kosylaya,f
meera devi,f
preeti with a madhuri,f
radha,f
shamina,f
soniya @ chanchal,f
usha ankar,f
miss koshalya,f
pooja,f
annu @ anita,f
kamini devi,f
aman gill,f
lakhi,f
jasvinder kaur @ gogi,f
aneeta,f
aanik with her son,f
rachna,f
joyti,f
veena,f
ritu,f
usha,f
suman,f
smt gita,f
kali bai,f
munni devi,f
rupa devi,f
seema,f
manju devi,f
sapna,f
nargish w/o,f
danwati,f
sanju shekhawat,f
aarti bunkar,f
neelam,f
sanjana,f
sayari,f
hemlata,f
geeta devi,f
deepali singh,f
tejender kaur,f
mamta,f
parwati,f
seema verma,f
prem lata,f
sushree sagar,f
smt nitu kumari,f
kiran pande,f
preety,f
khushbu,f
japneet kaur,f
reshama,f
sunita,f
shama,f
anjali sangwar,f
pallavi,f
pallavi,f
maya lakhera,f
geeta,f
aarti,f
babli,f
madhu,f
janki,f
ritu,f
anjana,f
anshika,f
khusbu,f
kum. maya,f
surti kumari,f
jyoti,f
farha  khan,f
manjula @ riya,f
simran kaur,f
sarita,f
reetu,f
monika,f
pooja,f
anjali,f
sehran nisha,f
krishan,f
shenaz,f
reshma,f
shashibala,f
najmin banu pathan,f
soniya,f
smt. jhamaku,f
smt sohani devi,f
anita,f
babli,f
babli,f
shalu,f
komal,f
archana,f
sapna,f
sazia praveen,f
ranjna,f
vinita @ pooja,f
manisha,f
upasna,f
manju,f
pooja,f
smt vimla,f
manju devi,f
nirmla,f
sarita,f
jyoti,f
rukhsar,f
reena,f
kavita,f
khusbu,f
kavita,f
jayotli,f
kosalya with a child ashu,f
ramesh yadav,f
punam kumari,f
kiran,f
sabina,f
sajni,f
pallavi,f
bharti pasi,f
nupur,f
smt. parul,f
prachi,f
veenu,f
babita,f
shalini with child ayush age-6 yrs,f
deepa,f
mamta devi,f
aarti,f
rajni,f
sama parveen,f
smt rajdulari,f
rajni,f
rinka,f
smt. shakuntla devi,f
meenakshi,f
preeti wadhva,f
manisha khandelwal,f
sen kanwar gochar,f
reena,f
pooja,f
smt. noorjahan,f
rinki,f
meenu,f
km puja,f
km puja,f
kamini,f
sheela kumari,f
km. sarita,f
chandra kanwar,f
anju,f
kamla,f
sakshi,f
anju kumari,f
samiksha  rathor,f
smt. reena,f
smt. urmila,f
sonu,f
jasbir kaur,f
krishna,f
gajana devi,f
gulshan,f
ajra with child kadir,f
soni,f
kajal @ bulbul,f
simran,f
savita,f
ramwati,f
pinky,f
neetu,f
simabharti,f
keli devi,f
naina,f
durgesh bai,f
ajnabi begum,f
marjina,f
annavi begam,f
moral bai,f
smt. devki devi,f
komal,f
ragini,f
muskan kaur,f
priya,f
khushnuma,f
jyoti,f
roji khatoon,f
sweta,f
,f
savitri,f
savitri,f
sangeeta,f
sandeep,f
meena,f
priya,f
lata jain,f
smt. geeta,f
shabnam,f
chunni,f
rajni,f
meenu,f
sonia kapoor,f
arti,f
jyoti,f
neha bhatia,f
jharna sardar,f
jya @ jayawanti,f
poonam,f
jyoti,f
pinki,f
bharkha,f
nisha,f
varsha,f
roshan khatoon,f
lalita,f
smt radha devi,f
reena,f
kamlesh,f
smt. savita devi,f
puspa& rekha,f
hira devi,f
mam kaur,f
seema,f
kajal kanwar,f
sarla,f
smt. laltesh,f
anju,f
nirmala,f
gona bai,f
san jan devi,f
sumedha mehditha,f
vibha bassi,f
kalpana,f
jyoti,f
ismaliye @ khusbu,f
mamta,f
soni,f
shikha,f
sadiya,f
mehnaz azmi,f
archana,f
bimla devi,f
seema,f
sila,f
pooja,f
reena,f
smt sangeeta,f
puja,f
anita,f
mandira devi,f
kavita,f
kanchan,f
mamata kumari,f
manda bai,f
deepa,f
sunita yadav,f
nidhi,f
prinkya ragav,f
ekta balai,f
rekha devi,f
sapna,f
puspa,f
afsana,f
gudia,f
meena,f
salupa,f
geeta,f
chandni @ shabnam,f
laxmi sharma,f
sakiran begam,f
manju,f
smt.pooja,f
asha,f
sweta,f
khushi,f
pooja gurjar,f
beena,f
rekha bai,f
sharda devi,f
anisha,f
moni,f
aasmin,f
sneha kumari,f
mamta sharma,f
shekiba sheikh mohammad,f
mitali,f
rachna,f
rita devi,f
ruchika,f
sakshi,f
deepa,f
deepa,f
namita or nimmi,f
radha,f
kranti,f
khushboo,f
rampati gujar,f
manju saini,f
mamta,f
nirma,f
hasina,f
anita,f
sakshi vaid,f
sangita,f
shabnam,f
isha,f
kavita,f
pushpa,f
neha,f
neelam,f
sonia,f
shanu,f
dariya,f
soni,f
nazreen,f
manju,f
komal jaiswal,f
arti,f
chandni,f
munni,f
radha,f
seetal,f
raju,f
seema,f
smt preeti,f
km0 usha,f
monika,f
kamni,f
soni devi,f
chhaterwati,f
neelam,f
tahseen ssifi,f
sita @ pooja,f
rinki,f
neha,f
nandani,f
mamta,f
smt. rekha,f
lali,f
sonia,f
madhu,f
sunita,f
trannum,f
soni,f
divya mishra,f
pinki,f
annu,f
annu kumari,f
jyoti,f
rabina khatoon,f
rubina,f
anushka,f
kavita manchanda,f
beti bai,f
pawan,f
lalita,f
karishma,f
sunita devi with daughter sanghna,f
jayada khatoon,f
khusbhu,f
tabassum,f
babita,f
raj kumari,f
payal,f
tabbasum,f
rupa devi,f
soniya,f
jioty bajaj,f
manju,f
soniya,f
sandna & khusi,f
hema,f
khushi  kumari,f
karshana kumari,f
smt. ganga devi,f
sadhana,f
maina d/o ratna lal  gurjar,f
deepika age 18,f
pratima and her son aakash,f
ruka mani devi,f
abhilasha,f
aktri aapa,f
babita,f
lali,f
shivani,f
savrin,f
marzina khatoon,f
sakshi,f
nidhi,f
samima,f
machhala,f
sushma,f
kanchan,f
priyanka @ priya,f
neha,f
pooja,f
alima @ pinki,f
rekha,f
minakshi sharma @ kallo,f
meenakshi sharma,f
manwi,f
sushila devi,f
uma devi,f
doli,f
preeti,f
poonam,f
urmila  rawat,f
archana,f
sunita,f
sandhya,f
poneem,f
yamini,f
suman,f
bimla,f
suman,f
anuradha,f
manisha,f
santosh kumari,f
hema sharma,f
kiran yadav,f
manju devi,f
,f
ruchi kashyap,f
susila rawat or arti rawat,f
rani,f
ku. shabnam,f
sugna,f
leela,f
punam shakya,f
nisha,f
pooja,f
ishrat khatoon,f
babita,f
usha nagar,f
minkashi,f
shanjhan,f
aarti,f
neha @ monti,f
reema rajpoot,f
lata,f
kumari joyti,f
shanaj bano,f
aarti,f
anju,f
smt savita,f
kali devi meena,f
uma @ reena,f
rubina,f
sangeeta devi,f
sonam,f
jeenat jha,f
parbha devi,f
smt lata devi,f
basanti,f
pooja,f
kohinoor,f
heena,f
heena,f
archna,f
richa,f
chanchal sharma,f
nazma,f
pinki,f
gauri,f
minakshi sharma,f
sakshi,f
radha,f
mamta,f
preety,f
neha sharma,f
kmo naina,f
md noori,f
mamta @ geeta,f
preety hans,f
chandrawati @ geeta,f
seeta,f
manjoo,f
pinky,f
bharti,f
varsha,f
kitti,f
nikita,f
divya,f
laxmi deve,f
gudiya,f
gori nandy,f
soniya,f
priya,f
maya,f
shabanam,f
sonam,f
varsha tiwari,f
komal,f
smt ritu devi,f
nayamati,f
sarita,f
nisha,f
smt. reena devi,f
khushbu lohar,f
rinku,f
smt lali devi,f
rekha rani,f
minakshi,f
sumitra,f
gulfsa,f
rekha,f
geeta devi,f
pooja,f
radhika bhatia,f
partima,f
reena,f
reena gupta,f
km. pooja,f
manisha chowhan,f
aarti,f
rashmi rator,f
sita,f
smt basanti,f
kanika madan,f
joyaa,f
sonia,f
urmila,f
monika,f
sharda,f
smt punam,f
smts. rekha,f
rajni,f
rita,f
parmila,f
sonu,f
ruksar,f
renu,f
kumari bharti,f
poojadevi,f
ritu,f
seema vadhawa,f
soniya,f
chanchal,f
seema,f
madhu,f
gulesta,f
pinki,f
pushpa,f
pushpa,f
km priya,f
smt versha,f
kajal @ sonia,f
mahi,f
anju,f
rajani,f
khushboo,f
pooja kumari,f
pinky,f
rajbala,f
gudia,f
gudiya,f
disi nang @ manju,f
manjula kumari,f
pinki,f
pooja w/o dharambir,f
neha sharma,f
kajal,f
nirmala kumari,f
dulari,f
parmeshwari,f
savita,f
smt. ramvati,f
smt  pinky @ sangeeta,f
kailash,f
priyanka,f
poonam,f
sunita,f
kamni devi,f
pooja @ nishal,f
sheela,f
urmila,f
parul devi,f
farzana khatoon,f
meenu singh,f
jyoti bai,f
kanchan chaudhary,f
smt monika,f
smt monika,f
sima devi,f
meera devi,f
ragini,f
sajiya,f
safiya,f
laxmi devi,f
manju,f
manisha,f
chhanya bai,f
anju,f
manoti dass,f
versha,f
champa devi,f
sita,f
mamta,f
suman with a child vishal,f
bimla,f
sandhya pranak,f
seema,f
neha,f
durga  with her son aayush,f
shobha,f
tara d/o shivmurti,f
menka,f
bishnu aale magar,f
majidunisha,f
nandini,f
rukmani,f
kiran,f
wilkish,f
rekha,f
lalita,f
savita,f
namita,f
smt nazama,f
anita,f
sunita,f
arti devi with two child dhanraj & anushka,f
amandeep kaur,f
laxmi sarpota,f
sima,f
smt. sheetal,f
sudha devi,f
chanderkanta,f
sushmita bishwas,f
gaytri,f
aleesha,f
nisha,f
kajol,f
,f
parveena,f
komal,f
seema,f
nisha joshi,f
safina malik,f
bhawana sharma,f
sapna,f
lata devi,f
deepti,f
jaimala @ chanchal,f
sanaali,f
rekha devi,f
sharda,f
aarti,f
babli sharma,f
sunita pancholi,f
manbai rekwar,f
mukiman nazir,f
poonam,f
priya,f
meena,f
reshma,f
kushma,f
saroja w/o,f
kumari reena,f
jyoti,f
ruchi,f
suman,f
smt manju devi,f
radha,f
neelu,f
musrat,f
neetu @ gaytri,f
kumarage dona dhanasiri chandra latha,f
jasbir kaur,f
heena,f
saniya,f
pushpa,f
rekha,f
nilofar,f
rubi,f
monny,f
sarita,f
manju,f
anita,f
meera,f
shifali roshan,f
laxmi,f
mitali sahu,f
smt. santosh with her four children,f
hema mehta,f
smt bitona,f
pooja,f
vidhya devi,f
smt priya sharma,f
babita,f
pooja,f
kelashi,f
anisha,f
lalita,f
parul,f
sunita,f
pooja,f
smt shiya,f
jayda khatoon,f
neha,f
annu kashyap,f
rashi,f
sunita,f
mmta,f
meena,f
jenab parvin,f
prema devi,f
rekha,f
chetana,f
himanshi kalshi,f
shabana khatun,f
durga,f
khusbhoo,f
monika,f
smt neelam,f
darshna,f
resham,f
kanchan,f
guddi with her son  anand,f
rakhi devi,f
pooja,f
seeta bai,f
nisha alongwith muskan age-3 yrs.,f
suman,f
krishama,f
sayma,f
rihana,f
rani,f
nandini devi (  with child 2 year shivam ),f
maya dass,f
seema,f
beena,f
devki,f
mariyam,f
maya kumari,f
smt. anusuiya,f
bala,f
ruksar,f
suman,f
uzma,f
shikha soni,f
shahnaj,f
jyotsana @ jyoti,f
namen khatun,f
sunpreet kaur d/o,f
smt. kavita,f
baita,f
sawatri devi,f
kamla,f
parmeshwari,f
manfool bai,f
chandra kanta saini,f
reena,f
geeta,f
mousam,f
sushila devi,f
rubeena,f
puja,f
taran devi,f
anita,f
sayra,f
rukhsona,f
seema @ neha,f
pooja,f
priya kumari,f
priya kmari maurya,f
deepa,f
manju,f
shiya,f
jyoti,f
prity,f
anjali,f
sonam,f
devi d/o kailash,f
manisha,f
smt pooja,f
miss kanchan,f
siya kandwal,f
nisha kandwal,f
noorjahan,f
poonam,f
priyanka,f
heena,f
harpreet kaur @ geetanjli,f
sonia,f
priti,f
babli,f
shravani shah,f
pargati thakur,f
savita,f
lovely,f
renu parcha,f
babita,f
alka,f
kanti prshad,f
satyapal,f
ku. sandiya,f
km rippi,f
seema sinha,f
anisha jain,f
sunarkali,f
shivani,f
monika,f
shipra,f
saraswati thapa,f
sumitra,f
suman,f
malika,f
neha,f
niraj,f
smt vimla,f
shalu,f
mamta meena,f
chandabai,f
sapna,f
suman singh chauhan,f
yasoda,f
khushboo,f
ranju devi,f
rekha,f
anjli,f
poonam,f
ravita,f
sangeeta,f
smt deu,f
miss aanu megwal,f
pooja gupta,f
sunita,f
kamla devi,f
rajni w/o harivinder singh,f
swati singh,f
sanju,f
swati,f
manisha,f
kumari sabnam,f
ruksana,f
nisha,f
smt neeraj deve,f
inderjeet kaur,f
pushpa,f
km anamkhan,f
pooja,f
kumari tena pawar,f
rekha,f
seema,f
roopa,f
smt. pushpa,f
smt. rafikan,f
samra,f
dhanni devi,f
japneet kaur,f
bhudevi,f
suman,f
monika,f
diksha vashist,f
vandana kumari,f
pooja,f
veeru kumari,f
reeta,f
shivani,f
rekha,f
afsana,f
pushpa,f
bala devi,f
sunita devi,f
vandana sharma,f
simran,f
mala,f
amreeta,f
santro devi,f
kumari shakuntala urf chhotan,f
kumari shakuntala urf chhotan,f
pinki  bai,f
lakshmi,f
neha @ baby,f
archana,f
aashma,f
anita,f
maya devi,f
tara,f
rajiya,f
kooki,f
komal,f
pooja,f
suman rao,f
pooja,f
manju,f
gunjan @ guddu,f
sunita,f
indira devi,f
saweta singh,f
radhab kumari,f
seema,f
manorma sharma,f
nisha parveen,f
rani shrivastav,f
iram aara,f
sheetal,f
shikha haldar,f
payal,f
suman,f
anuradha,f
preeti,f
milka,f
shika haldhar,f
sunita kumari,f
damini,f
smt shikha haldhar,f
chandni,f
kumari manisha,f
shiva,f
jasoda,f
smt puja,f
mamta,f
ku. neha,f
hasina bano,f
seema,f
satwander koor,f
aarti,f
gayatri,f
dolly khatik,f
shallu,f
seema @ devki,f
lakshmi,f
rajni bala @ manisha,f
nagma,f
kalpeshwari devi,f
anamika,f
smt. babita,f
kmo reshma,f
pabu devi,f
karuna,f
laxmi devi,f
felicia sequeira,f
"soniya, two daughter  janvi and manvi, ram bhawan",f
kamta,f
neetu @ kajal,f
seema,f
nisha,f
usha,f
aarti singh @ pooja,f
pushpa devi,f
nishu,f
neha,f
shittal,f
divya,f
nitu,f
laxmi,f
reena devi,f
deepika,f
anju,f
joginder kaur,f
nikita,f
jyoti,f
turveny,f
prinka shrma,f
sita devi,f
kushum,f
पिंकू कु,f
meera,f
baby chauhan w/o govind,f
mamuni,f
vishavkarma devi,f
anju,f
laxmi,f
anjali@rinku,f
pooja,f
kiran,f
kali,f
baby devi,f
smt. pushplata,f
kumari sumaila,f
komal,f
devkali,f
priya,f
monika,f
smt ramila,f
manju,f
arti soni,f
laxmi devi,f
manisha @ yogita,f
poonam,f
ambika gupta,f
mrs. basanti devi,f
mala,f
poonam,f
pooja,f
bhateri @ bhawna,f
arti kumari d/o sunil sadu,f
jyoti,f
sheetal,f
aarti,f
phooli devi,f
rekha devi,f
jayoti,f
kirti sonkar,f
asha,f
sunita,f
kamlesh,f
rinku,f
seeta,f
kumari pinky,f
kumari firdosh,f
prati,f
geeta devi,f
oma,f
mamta,f
pooja,f
laxmi,f
rinki,f
chandini,f
neha,f
priyanka,f
preeti   @    radha,f
savita,f
bhagwati@shinnu,f
bhagwati@shinnu,f
bhawna,f
soni@ chunnu,f
pooja,f
rajiya bano,f
yashdhra,f
rijwana tarnum,f
tina,f
rekha,f
priya kaur sandhu,f
kritika,f
savita,f
soni,f
urvashi singh,f
mega kumari,f
soniya hudda,f
suman,f
veera devi,f
aaliya,f
kulsum,f
baby,f
lali @ deepa,f
babita,f
kajal,f
mamta,f
pooja @ rajiya,f
reena,f
anita,f
mhega,f
santosh devi,f
khushi,f
seema devi,f
smt gori barman,f
sanjay kumar,f
garima sharma,f
aarti,f
sangeeta,f
aayesha khatun,f
soniya,f
neha,f
faimuddin,f
reena kumari sharma,f
sheela,f
afrina,f
smt suman,f
sundri bai,f
meena turi,f
jina,f
sanjay,f
su-shree    pooja,f
mariyam khalique,f
manisha meena,f
jitendra kumar,f
babita,f
shefali@puja,f
shalini,f
khumlo maria goretti,f
km. ankita,f
premature devi @ neetu,f
rajni,f
pooja pal,f
sanjoh sorang,f
khushbu,f
kirti w/o lalit,f
smt firdosh,f
kashum,f
shanaz,f
komal,f
ratani,f
anuradha,f
smt nargish,f
pinku devi with daughter mansi kumari,f
renu,f
bantu devi,f
suma,f
smt laxmi devi,f
smt. mema devi,f
khushi,f
anju,f
mamta,f
damini,f
manisha,f
pinky meena,f
mamuni das,f
km0 anjli,f
mahjabi,f
jyoti,f
sanoshi,f
geeta,f
ishawar singh,f
badru nisha,f
soni kumari,f
deepa saini,f
saroj,f
smt salni devi,f
shobha,f
puja,f
gurmit sharma,f
shiwani siyal,f
shiwani siyal,f
meenakshi,f
urmila w/o lt. ashok kumar,f
aasha devi,f
mansavi @mahi,f
soni,f
shikha singh,f
farah,f
kanak lata,f
sangeeta,f
smt neetu,f
aasha,f
mahi@munasvi,f
smt suman,f
km sarika  kothari,f
bhawna,f
priyanka,f
kumari jyothi,f
rinky,f
rubjaan bibi,f
lilabai,f
ritu,f
ruksar,f
neelu,f
pooja,f
chandkor,f
manjeet kaur,f
smt mena,f
ku-pooja,f
renu,f
anita,f
miss madhu meghwal,f
suman or lali meena,f
sangeeta,f
ku.  kamini,f
miss afreen,f
shanjhan,f
asman,f
babita,f
muskan,f
kusham,f
anu,f
geeta,f
ruksana,f
annu,f
kumari endra chand,f
mandira  devi,f
samaprveen,f
rekha  devi,f
kumari indira chand,f
tashkkur sultana,f
nahani kanwar,f
tranoom,f
rachna,f
smt. meera,f
arti devi,f
mamta,f
smt sita devi,f
priyanka,f
sunita,f
suman,f
poonam,f
shabina,f
salma biwi,f
anita,f
sunita devi,f
saneha,f
shakuntla,f
hemlata,f
shkundla devi,f
dipali,f
khushabu,f
smt. jayoti  rawat,f
seeta bai,f
hafsa draboo,f
rekha,f
,f
chanda @bharti,f
amrik kaur,f
gayatri,f
roshani,f
sunita @ kajal,f
kushmita,f
lalita,f
garima,f
chandni,f
smt alkha,f
preeti,f
kumari kuljeet kaur,f
renu,f
nikhat,f
kamlesh,f
seema rathore,f
deepika burt,f
shivani,f
neha @ neelam,f
smt. pujadevi,f
pooja,f
anjali,f
poonam,f
mamta paliwal,f
reena,f
samrin,f
rukmani bai,f
saroj,f
km0 priyanka,f
poonam,f
poonam,f
usha mathews,f
poonam,f
afsana,f
arati kashyap,f
mamta,f
kumari shakshi,f
monika,f
shetal rani,f
kamna devi,f
ntasha,f
ku. shivani,f
rena,f
hema,f
nikita @ sweety,f
ashima khatoon,f
asha devi wth a child,f
neetu,f
asha,f
bimla,f
sanju,f
gulsha @ seema,f
renu pal,f
kumari rohini,f
tulsi,f
parmeswari,f
asha kashyap,f
rajni kanwar,f
pooja,f
karishma bathi,f
shimpi kumari,f
barkha,f
shabila,f
lalita,f
jashinal,f
ku. pushpa,f
mursida,f
neha,f
swati,f
mamuna @ dholi,f
samsida,f
seema gujar,f
neelam,f
sangeeta,f
rama,f
neharika @ neha,f
poonam,f
pooja,f
begam d/o,f
devyani,f
khushboo,f
hemlata,f
pinki,f
priya,f
kavita,f
rupen gore,f
kalpana,f
kamlesh,f
smt amarin bano,f
reema,f
shilpa,f
vanshika,f
rawi devi,f
hiri bai,f
sonu,f
smt jyoti sharma,f
seema bai,f
suman,f
premi devi,f
smt. kamla devi,f
priyanka,f
anjum,f
sufia,f
muskan,f
shivani,f
rukhsana,f
preeti,f
supriya,f
irfa,f
gendu kunar,f
poonam,f
manisha,f
safiya,f
smt mahima bajaj,f
smt rukshana,f
smt. teena gameti,f
kavita,f
punam,f
neemi,f
rahat,f
kamla,f
deepa @ gudiya,f
preeti,f
minakshi,f
hena praveen,f
sosan devi,f
sangita,f
rekha,f
rajni,f
smt manju,f
rekha,f
rajni,f
kanta devi,f
meena w/o,f
madhu kumari,f
pooja gupta,f
meenu,f
rani,f
mahvish,f
shahrish,f
resham,f
jiya,f
sunita devi,f
simran,f
preeti,f
babita,f
anita,f
aarti,f
reshma,f
kajol,f
kajol,f
anu,f
anjali,f
shiwani,f
rajo devi,f
rajkarnta,f
manisha @ lutka,f
nancy,f
harsha,f
hasina,f
lilabai,f
vimla,f
saifali,f
geeta kumari,f
geeta oram,f
jaya chauhan,f
poonam kumar,f
rinki,f
nirjla devi,f
smt.sunita devi,f
saroj,f
beena,f
nahid,f
kumari anita,f
hema devi,f
nisha,f
anita,f
rekha,f
sulekha,f
rinki,f
kanchan,f
babli d/o suresh,f
chandani,f
maya,f
pooja,f
kavita,f
neelam,f
rekha,f
samaprveen,f
tabassum,f
babli sultana,f
riju devi,f
rajni,f
shabnam,f
rakhi,f
sanjana,f
shehnaz @ ravina,f
geeta,f
badarjahan,f
shabana,f
neha,f
sushila,f
rani,f
kiran,f
sonam,f
jyoti meghwal,f
ruksana,f
ku. neeru,f
rakhi,f
pooja,f
bhabhiya (with mother namely rakhi),f
manju,f
sunita,f
gitika,f
isika,f
mithlesh,f
iram naaz,f
sweta anand,f
paramjit kaur,f
neha,f
dibya prakash gupta,f
aasu,f
anita alongwith her child prince,f
richa kumari,f
pooja,f
smt. gattu devi,f
smt. susheela,f
smt lata,f
sugna meena,f
harvindra singh,f
geeta devi,f
srita devi,f
smt. ugam  kanwar,f
kavita,f
chanchal kumari,f
aarti,f
taniya saini,f
shobha,f
rani,f
najma khatun,f
poneem,f
mani,f
jenifer,f
sangeeta,f
sudesh devi,f
anita garg,f
jenab,f
komal,f
maya devi,f
salama,f
komal,f
anita,f
gori,f
neelam,f
navdeep kaur,f
rihana,f
durga kumari,f
kajal@ poonam,f
jyoti,f
fatima khatton alongwith her child,f
chandani,f
jasbir kaur w/o,f
harpreet kaur w/o,f
sahiba d/o,f
laxmi,f
payal,f
smt kailashi,f
ranjnika jat,f
guddi bai,f
sitara,f
nitika,f
mansi khurana,f
anita,f
hemlata,f
sonika,f
sania,f
marium,f
santosh kaur,f
zeba parveen,f
neeru,f
soni,f
seema,f
rukhsar,f
payal,f
anju,f
nanshi,f
sangeeta kumari,f
smt. murti devi,f
anju jain,f
gulshana,f
govind kunwar,f
vijaynti,f
anju jain,f
shalu,f
sunena,f
sabnam,f
kusum,f
poonam kumar,f
shakshi,f
jyoti,f
anchal,f
chanderwati,f
laltia dass,f
ambika,f
sapna,f
jyoti,f
jyoti,f
pooja,f
deepa,f
geeta,f
poonam,f
poonam,f
neelam with 4 years baby sukhmani,f
ku- sonu,f
pooja,f
rekha,f
soni,f
seema devi,f
geeta,f
sahrul nisha,f
kanchan,f
reetu,f
asha,f
bharti,f
pinkey,f
utpana davi,f
brkha,f
nikita,f
preeti,f
suman,f
ku. suman,f
rajenderi,f
jyoti,f
veshali,f
priya,f
smt. mohani devi,f
manju,f
karuna,f
smt madhu,f
manisha,f
geeta rani,f
rajni,f
hina,f
leelawati,f
neelam,f
kiran vharma w/o vimal vharma,f
neeraj,f
krishna with two child,f
sheela,f
swati,f
pooja,f
rehana begam,f
smt shanu,f
smt aachal,f
nilam bhoi,f
jyoti,f
kumari mona,f
sazia,f
mamta,f
kamlesh,f
priyanka,f
parwati,f
jyoti,f
seekha,f
sashi,f
lajjavati,f
partima,f
sheetal,f
kiran,f
deepa,f
chitra,f
sushma,f
monika chorasiya,f
manisha,f
jamee,f
arti,f
smt sangita,f
mamta,f
maya @ neha,f
rina/ rinu,f
mamta,f
long shree devi,f
anju,f
mamta,f
phoolwati,f
soni,f
pooja,f
rita,f
pooja,f
raziya,f
nandini,f
ku. shashi,f
smt lakshmi devi  w/o manoj singh  rawat age 27 ye,f
gulfara,f
smt phoola devi,f
anuradha @ anu,f
sweta,f
neha huq,f
anjali,f
sunita,f
preeti,f
kajal,f
sarita devi,f
smt sima,f
nisha,f
ruby,f
sunita,f
seema,f
chnda mali,f
manisha,f
geeta,f
sneh lata,f
chanda kumari,f
alka sharma,f
sikha,f
beauty,f
rukhsana,f
aarti,f
bunty,f
